"2017 NAICS Code","2017 NAICS Title","GHG","Unit","Supply Chain Emission Factors without Margins","Margins of Supply Chain Emission Factors","Supply Chain Emission Factors with Margins","Reference USEEIO Code"
611420,"Computer Training","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"611B00"
611430,"Professional and Management Development Training","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"611B00"
611511,"Cosmetology and Barber Schools","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"611B00"
611512,"Flight Training","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"611B00"
611513,"Apprenticeship Training","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"611B00"
611519,"Other Technical and Trade Schools","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"611B00"
611610,"Fine Arts Schools","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"611B00"
611620,"Sports and Recreation Instruction","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"611B00"
611630,"Language Schools","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"611B00"
611691,"Exam Preparation and Tutoring","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"611B00"
611692,"Automobile Driving Schools","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"611B00"
611699,"All Other Miscellaneous Schools and Instruction","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"611B00"
611710,"Educational Support Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.108,0,0.108,"611B00"
621111,"Offices of Physicians (except Mental Health Specialists)","All GHGs","kg CO2e/2022 USD, purchaser price",0.083,0,0.083,"621100"
621112,"Offices of Physicians, Mental Health Specialists","All GHGs","kg CO2e/2022 USD, purchaser price",0.083,0,0.083,"621100"
621210,"Offices of Dentists","All GHGs","kg CO2e/2022 USD, purchaser price",0.056,0,0.056,"621200"
621310,"Offices of Chiropractors","All GHGs","kg CO2e/2022 USD, purchaser price",0.105,0,0.105,"621300"
621320,"Offices of Optometrists","All GHGs","kg CO2e/2022 USD, purchaser price",0.105,0,0.105,"621300"
621330,"Offices of Mental Health Practitioners (except Physicians)","All GHGs","kg CO2e/2022 USD, purchaser price",0.105,0,0.105,"621300"
621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists","All GHGs","kg CO2e/2022 USD, purchaser price",0.105,0,0.105,"621300"
621391,"Offices of Podiatrists","All GHGs","kg CO2e/2022 USD, purchaser price",0.105,0,0.105,"621300"
621399,"Offices of All Other Miscellaneous Health Practitioners","All GHGs","kg CO2e/2022 USD, purchaser price",0.105,0,0.105,"621300"
621410,"Family Planning Centers","All GHGs","kg CO2e/2022 USD, purchaser price",0.096,0,0.096,"621400"
621420,"Outpatient Mental Health and Substance Abuse Centers","All GHGs","kg CO2e/2022 USD, purchaser price",0.096,0,0.096,"621400"
621491,"HMO Medical Centers","All GHGs","kg CO2e/2022 USD, purchaser price",0.096,0,0.096,"621400"
621492,"Kidney Dialysis Centers","All GHGs","kg CO2e/2022 USD, purchaser price",0.096,0,0.096,"621400"
621493,"Freestanding Ambulatory Surgical and Emergency Centers","All GHGs","kg CO2e/2022 USD, purchaser price",0.096,0,0.096,"621400"
621498,"All Other Outpatient Care Centers","All GHGs","kg CO2e/2022 USD, purchaser price",0.096,0,0.096,"621400"
621511,"Medical Laboratories","All GHGs","kg CO2e/2022 USD, purchaser price",0.092,0,0.092,"621500"
621512,"Diagnostic Imaging Centers","All GHGs","kg CO2e/2022 USD, purchaser price",0.092,0,0.092,"621500"
621610,"Home Health Care Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.104,0,0.104,"621600"
621910,"Ambulance Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.18,0,0.18,"621900"
621991,"Blood and Organ Banks","All GHGs","kg CO2e/2022 USD, purchaser price",0.18,0,0.18,"621900"
621999,"All Other Miscellaneous Ambulatory Health Care Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.18,0,0.18,"621900"
622110,"General Medical and Surgical Hospitals","All GHGs","kg CO2e/2022 USD, purchaser price",0.145,0,0.145,"622000"
622210,"Psychiatric and Substance Abuse Hospitals","All GHGs","kg CO2e/2022 USD, purchaser price",0.145,0,0.145,"622000"
622310,"Specialty (except Psychiatric and Substance Abuse) Hospitals","All GHGs","kg CO2e/2022 USD, purchaser price",0.145,0,0.145,"622000"
623110,"Nursing Care Facilities (Skilled Nursing Facilities)","All GHGs","kg CO2e/2022 USD, purchaser price",0.159,0,0.159,"623A00"
623210,"Residential Intellectual and Developmental Disability Facilities","All GHGs","kg CO2e/2022 USD, purchaser price",0.129,0,0.129,"623B00"
623220,"Residential Mental Health and Substance Abuse Facilities","All GHGs","kg CO2e/2022 USD, purchaser price",0.129,0,0.129,"623B00"
623311,"Continuing Care Retirement Communities","All GHGs","kg CO2e/2022 USD, purchaser price",0.159,0,0.159,"623A00"
623312,"Assisted Living Facilities for the Elderly","All GHGs","kg CO2e/2022 USD, purchaser price",0.159,0,0.159,"623A00"
623990,"Other Residential Care Facilities","All GHGs","kg CO2e/2022 USD, purchaser price",0.129,0,0.129,"623B00"
624110,"Child and Youth Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.118,0,0.118,"624100"
624120,"Services for the Elderly and Persons with Disabilities","All GHGs","kg CO2e/2022 USD, purchaser price",0.118,0,0.118,"624100"
624190,"Other Individual and Family Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.118,0,0.118,"624100"
624210,"Community Food Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.217,0,0.217,"624A00"
624221,"Temporary Shelters","All GHGs","kg CO2e/2022 USD, purchaser price",0.217,0,0.217,"624A00"
624229,"Other Community Housing Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.217,0,0.217,"624A00"
624230,"Emergency and Other Relief Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.217,0,0.217,"624A00"
624310,"Vocational Rehabilitation Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.217,0,0.217,"624A00"
624410,"Child Day Care Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.215,0,0.215,"624400"
711110,"Theater Companies and Dinner Theaters","All GHGs","kg CO2e/2022 USD, purchaser price",0.086,0,0.086,"711100"
711120,"Dance Companies","All GHGs","kg CO2e/2022 USD, purchaser price",0.086,0,0.086,"711100"
711130,"Musical Groups and Artists","All GHGs","kg CO2e/2022 USD, purchaser price",0.086,0,0.086,"711100"
711190,"Other Performing Arts Companies","All GHGs","kg CO2e/2022 USD, purchaser price",0.086,0,0.086,"711100"
711211,"Sports Teams and Clubs","All GHGs","kg CO2e/2022 USD, purchaser price",0.067,0,0.067,"711200"
711212,"Racetracks","All GHGs","kg CO2e/2022 USD, purchaser price",0.067,0,0.067,"711200"
711219,"Other Spectator Sports","All GHGs","kg CO2e/2022 USD, purchaser price",0.067,0,0.067,"711200"
711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities","All GHGs","kg CO2e/2022 USD, purchaser price",0.093,0,0.093,"711A00"
711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities","All GHGs","kg CO2e/2022 USD, purchaser price",0.093,0,0.093,"711A00"
711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","All GHGs","kg CO2e/2022 USD, purchaser price",0.093,0,0.093,"711A00"
711510,"Independent Artists, Writers, and Performers","All GHGs","kg CO2e/2022 USD, purchaser price",0.033,0,0.033,"711500"
712110,"Museums","All GHGs","kg CO2e/2022 USD, purchaser price",0.136,0,0.136,"712000"
712120,"Historical Sites","All GHGs","kg CO2e/2022 USD, purchaser price",0.136,0,0.136,"712000"
712130,"Zoos and Botanical Gardens","All GHGs","kg CO2e/2022 USD, purchaser price",0.136,0,0.136,"712000"
712190,"Nature Parks and Other Similar Institutions","All GHGs","kg CO2e/2022 USD, purchaser price",0.136,0,0.136,"712000"
713110,"Amusement and Theme Parks","All GHGs","kg CO2e/2022 USD, purchaser price",0.167,0,0.167,"713100"
713120,"Amusement Arcades","All GHGs","kg CO2e/2022 USD, purchaser price",0.167,0,0.167,"713100"
713210,"Casinos (except Casino Hotels)","All GHGs","kg CO2e/2022 USD, purchaser price",0.174,0,0.174,"713200"
713290,"Other Gambling Industries","All GHGs","kg CO2e/2022 USD, purchaser price",0.174,0,0.174,"713200"
713910,"Golf Courses and Country Clubs","All GHGs","kg CO2e/2022 USD, purchaser price",0.235,0,0.235,"713900"
713920,"Skiing Facilities","All GHGs","kg CO2e/2022 USD, purchaser price",0.235,0,0.235,"713900"
713930,"Marinas","All GHGs","kg CO2e/2022 USD, purchaser price",0.235,0,0.235,"713900"
713940,"Fitness and Recreational Sports Centers","All GHGs","kg CO2e/2022 USD, purchaser price",0.235,0,0.235,"713900"
713950,"Bowling Centers","All GHGs","kg CO2e/2022 USD, purchaser price",0.235,0,0.235,"713900"
713990,"All Other Amusement and Recreation Industries","All GHGs","kg CO2e/2022 USD, purchaser price",0.235,0,0.235,"713900"
721110,"Hotels (except Casino Hotels) and Motels","All GHGs","kg CO2e/2022 USD, purchaser price",0.145,0,0.145,"721000"
721120,"Casino Hotels","All GHGs","kg CO2e/2022 USD, purchaser price",0.145,0,0.145,"721000"
721191,"Bed-and-Breakfast Inns","All GHGs","kg CO2e/2022 USD, purchaser price",0.145,0,0.145,"721000"
721199,"All Other Traveler Accommodation","All GHGs","kg CO2e/2022 USD, purchaser price",0.145,0,0.145,"721000"
721211,"RV (Recreational Vehicle) Parks and Campgrounds","All GHGs","kg CO2e/2022 USD, purchaser price",0.145,0,0.145,"721000"
721214,"Recreational and Vacation Camps (except Campgrounds)","All GHGs","kg CO2e/2022 USD, purchaser price",0.145,0,0.145,"721000"
721310,"Rooming and Boarding Houses, Dormitories, and Workers' Camps","All GHGs","kg CO2e/2022 USD, purchaser price",0.145,0,0.145,"721000"
722310,"Food Service Contractors","All GHGs","kg CO2e/2022 USD, purchaser price",0.132,0,0.132,"722A00"
722320,"Caterers","All GHGs","kg CO2e/2022 USD, purchaser price",0.132,0,0.132,"722A00"
722330,"Mobile Food Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.132,0,0.132,"722A00"
722410,"Drinking Places (Alcoholic Beverages)","All GHGs","kg CO2e/2022 USD, purchaser price",0.132,0,0.132,"722A00"
722511,"Full-Service Restaurants","All GHGs","kg CO2e/2022 USD, purchaser price",0.194,0,0.194,"722110"
722513,"Limited-Service Restaurants","All GHGs","kg CO2e/2022 USD, purchaser price",0.255,0,0.255,"722211"
722514,"Cafeterias, Grill Buffets, and Buffets","All GHGs","kg CO2e/2022 USD, purchaser price",0.132,0,0.132,"722A00"
722515,"Snack and Nonalcoholic Beverage Bars","All GHGs","kg CO2e/2022 USD, purchaser price",0.132,0,0.132,"722A00"
811111,"General Automotive Repair","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"811100"
811112,"Automotive Exhaust System Repair","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"811100"
811113,"Automotive Transmission Repair","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"811100"
811118,"Other Automotive Mechanical and Electrical Repair and Maintenance","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"811100"
811121,"Automotive Body, Paint, and Interior Repair and Maintenance","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"811100"
811122,"Automotive Glass Replacement Shops","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"811100"
811191,"Automotive Oil Change and Lubrication Shops","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"811100"
811192,"Car Washes","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"811100"
811198,"All Other Automotive Repair and Maintenance","All GHGs","kg CO2e/2022 USD, purchaser price",0.103,0,0.103,"811100"
811211,"Consumer Electronics Repair and Maintenance","All GHGs","kg CO2e/2022 USD, purchaser price",0.076,0,0.076,"811200"
811212,"Computer and Office Machine Repair and Maintenance","All GHGs","kg CO2e/2022 USD, purchaser price",0.076,0,0.076,"811200"
811213,"Communication Equipment Repair and Maintenance","All GHGs","kg CO2e/2022 USD, purchaser price",0.076,0,0.076,"811200"
811219,"Other Electronic and Precision Equipment Repair and Maintenance","All GHGs","kg CO2e/2022 USD, purchaser price",0.076,0,0.076,"811200"
811310,"Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance","All GHGs","kg CO2e/2022 USD, purchaser price",0.136,0,0.136,"811300"
811411,"Home and Garden Equipment Repair and Maintenance","All GHGs","kg CO2e/2022 USD, purchaser price",0.113,0,0.113,"811400"
811412,"Appliance Repair and Maintenance","All GHGs","kg CO2e/2022 USD, purchaser price",0.113,0,0.113,"811400"
811420,"Reupholstery and Furniture Repair","All GHGs","kg CO2e/2022 USD, purchaser price",0.113,0,0.113,"811400"
811430,"Footwear and Leather Goods Repair","All GHGs","kg CO2e/2022 USD, purchaser price",0.113,0,0.113,"811400"
811490,"Other Personal and Household Goods Repair and Maintenance","All GHGs","kg CO2e/2022 USD, purchaser price",0.113,0,0.113,"811400"
812111,"Barber Shops","All GHGs","kg CO2e/2022 USD, purchaser price",0.125,0,0.125,"812100"
812112,"Beauty Salons","All GHGs","kg CO2e/2022 USD, purchaser price",0.125,0,0.125,"812100"
812113,"Nail Salons","All GHGs","kg CO2e/2022 USD, purchaser price",0.125,0,0.125,"812100"
812191,"Diet and Weight Reducing Centers","All GHGs","kg CO2e/2022 USD, purchaser price",0.125,0,0.125,"812100"
812199,"Other Personal Care Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.125,0,0.125,"812100"
812210,"Funeral Homes and Funeral Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.047,0,0.047,"812200"
812220,"Cemeteries and Crematories","All GHGs","kg CO2e/2022 USD, purchaser price",0.047,0,0.047,"812200"
812310,"Coin-Operated Laundries and Drycleaners","All GHGs","kg CO2e/2022 USD, purchaser price",0.158,0,0.158,"812300"
812320,"Drycleaning and Laundry Services (except Coin-Operated)","All GHGs","kg CO2e/2022 USD, purchaser price",0.158,0,0.158,"812300"
812331,"Linen Supply","All GHGs","kg CO2e/2022 USD, purchaser price",0.158,0,0.158,"812300"
812332,"Industrial Launderers","All GHGs","kg CO2e/2022 USD, purchaser price",0.158,0,0.158,"812300"
812910,"Pet Care (except Veterinary) Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"812900"
812921,"Photofinishing Laboratories (except One-Hour)","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"812900"
812922,"One-Hour Photofinishing","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"812900"
812930,"Parking Lots and Garages","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"812900"
812990,"All Other Personal Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.111,0,0.111,"812900"
813110,"Religious Organizations","All GHGs","kg CO2e/2022 USD, purchaser price",0.076,0,0.076,"813100"
813211,"Grantmaking Foundations","All GHGs","kg CO2e/2022 USD, purchaser price",0.059,0,0.059,"813A00"
813212,"Voluntary Health Organizations","All GHGs","kg CO2e/2022 USD, purchaser price",0.059,0,0.059,"813A00"
813219,"Other Grantmaking and Giving Services","All GHGs","kg CO2e/2022 USD, purchaser price",0.059,0,0.059,"813A00"
813311,"Human Rights Organizations","All GHGs","kg CO2e/2022 USD, purchaser price",0.059,0,0.059,"813A00"
813312,"Environment, Conservation and Wildlife Organizations","All GHGs","kg CO2e/2022 USD, purchaser price",0.059,0,0.059,"813A00"
813319,"Other Social Advocacy Organizations","All GHGs","kg CO2e/2022 USD, purchaser price",0.059,0,0.059,"813A00"
813410,"Civic and Social Organizations","All GHGs","kg CO2e/2022 USD, purchaser price",0.128,0,0.128,"813B00"
813910,"Business Associations","All GHGs","kg CO2e/2022 USD, purchaser price",0.128,0,0.128,"813B00"
813920,"Professional Organizations","All GHGs","kg CO2e/2022 USD, purchaser price",0.128,0,0.128,"813B00"
813930,"Labor Unions and Similar Labor Organizations","All GHGs","kg CO2e/2022 USD, purchaser price",0.128,0,0.128,"813B00"
813940,"Political Organizations","All GHGs","kg CO2e/2022 USD, purchaser price",0.128,0,0.128,"813B00"
813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)","All GHGs","kg CO2e/2022 USD, purchaser price",0.128,0,0.128,"813B00"
