household_type,income_group,year,means_tested_transfers,medicaid_and_chip,snap,ssi,other_transfers
nonelderly_childless_hh,middle_quintile,1989,6.9,7.5,4.5,7.5,5.8
nonelderly_childless_hh,middle_quintile,1990,7.7,8.8,4.7,9.0,5.0
nonelderly_childless_hh,middle_quintile,1991,8.1,9.4,5.5,8.4,5.4
nonelderly_childless_hh,middle_quintile,1992,7.6,8.2,6.4,7.8,6.4
nonelderly_childless_hh,middle_quintile,1993,7.6,8.2,6.2,8.1,6.0
nonelderly_childless_hh,middle_quintile,1994,7.6,8.5,7.0,6.3,6.9
nonelderly_childless_hh,middle_quintile,1995,7.8,8.6,6.6,6.9,7.0
nonelderly_childless_hh,middle_quintile,1996,7.6,8.7,4.9,7.7,5.1
nonelderly_childless_hh,middle_quintile,1997,7.3,8.9,4.9,6.2,4.3
nonelderly_childless_hh,middle_quintile,1998,7.2,8.6,3.8,6.6,3.2
nonelderly_childless_hh,middle_quintile,1999,8.0,9.2,4.1,8.3,2.7
nonelderly_childless_hh,middle_quintile,2000,7.4,8.5,3.2,7.2,3.4
nonelderly_childless_hh,middle_quintile,2001,7.5,8.3,4.1,7.0,4.5
nonelderly_childless_hh,middle_quintile,2002,8.4,9.4,4.8,8.1,3.6
nonelderly_childless_hh,middle_quintile,2003,8.2,9.3,5.1,7.5,4.3
nonelderly_childless_hh,middle_quintile,2004,8.3,9.3,4.2,8.1,4.0
nonelderly_childless_hh,middle_quintile,2005,8.3,9.5,4.4,7.9,3.2
nonelderly_childless_hh,middle_quintile,2006,8.6,9.7,5.5,8.1,4.8
nonelderly_childless_hh,middle_quintile,2007,8.9,10.2,5.5,8.1,4.5
nonelderly_childless_hh,middle_quintile,2008,9.2,10.6,5.9,8.6,4.0
nonelderly_childless_hh,middle_quintile,2009,9.4,10.6,7.6,8.8,5.0
nonelderly_childless_hh,middle_quintile,2010,8.1,9.3,7.8,6.6,4.5
nonelderly_childless_hh,middle_quintile,2011,9.7,10.9,7.6,9.5,4.9
nonelderly_childless_hh,middle_quintile,2012,9.5,10.3,7.4,9.2,6.4
nonelderly_childless_hh,middle_quintile,2013,9.1,10.0,7.8,8.4,6.1
nonelderly_childless_hh,middle_quintile,2014,10.5,11.7,7.4,8.7,6.5
nonelderly_childless_hh,middle_quintile,2015,11.3,12.6,8.1,8.7,8.2
nonelderly_childless_hh,middle_quintile,2016,11.2,12.5,9.1,8.3,6.8
nonelderly_childless_hh,middle_quintile,2017,11.7,13.1,8.4,9.2,6.6
nonelderly_childless_hh,middle_quintile,2018,12.3,13.9,9.0,9.2,5.3
nonelderly_childless_hh,middle_quintile,2019,12.3,13.8,11.2,8.4,6.0
nonelderly_childless_hh,middle_quintile,2020,14.5,12.9,10.2,9.3,17.6
nonelderly_childless_hh,middle_quintile,2021,14.4,14.2,10.1,8.3,17.1
nonelderly_childless_hh,middle_quintile,2022,13.5,14.7,11.7,9.2,8.7
nonelderly_childless_hh,fourth_quintile,1979,4.3,5.2,3.1,4.1,3.8
nonelderly_childless_hh,fourth_quintile,1980,4.3,4.6,2.4,5.4,2.7
nonelderly_childless_hh,fourth_quintile,1981,4.3,4.8,2.6,5.5,2.5
nonelderly_childless_hh,fourth_quintile,1982,3.1,4.2,0.8,4.0,1.4
nonelderly_childless_hh,fourth_quintile,1983,4.5,5.1,1.8,6.1,2.4
nonelderly_childless_hh,fourth_quintile,1984,4.7,4.5,2.4,6.8,3.1
nonelderly_childless_hh,fourth_quintile,1985,4.0,4.6,1.6,5.7,1.7
nonelderly_childless_hh,fourth_quintile,1986,3.9,4.1,0.7,5.6,1.9
nonelderly_childless_hh,fourth_quintile,1987,4.9,5.4,2.1,6.7,2.2
nonelderly_childless_hh,fourth_quintile,1988,3.5,4.6,1.5,3.3,2.5
nonelderly_childless_hh,fourth_quintile,1989,4.8,5.4,1.1,6.3,2.4
nonelderly_childless_hh,fourth_quintile,1990,4.6,5.3,1.9,5.1,3.8
nonelderly_childless_hh,fourth_quintile,1991,4.9,6.1,2.4,4.9,3.1
nonelderly_childless_hh,fourth_quintile,1992,5.1,6.1,2.9,5.5,3.1
nonelderly_childless_hh,fourth_quintile,1993,5.0,5.9,3.1,5.2,3.4
nonelderly_childless_hh,fourth_quintile,1994,6.0,7.4,2.9,5.9,3.8
nonelderly_childless_hh,fourth_quintile,1995,4.6,5.3,1.9,5.1,2.8
nonelderly_childless_hh,fourth_quintile,1996,4.9,5.5,2.7,5.3,2.9
nonelderly_childless_hh,fourth_quintile,1997,5.0,6.1,1.9,5.3,1.3
nonelderly_childless_hh,fourth_quintile,1998,4.5,5.3,1.2,4.7,1.7
nonelderly_childless_hh,fourth_quintile,1999,4.7,5.5,1.9,4.6,1.3
nonelderly_childless_hh,fourth_quintile,2000,4.3,5.2,0.8,3.8,1.4
nonelderly_childless_hh,fourth_quintile,2001,4.2,4.8,1.4,4.7,1.3
nonelderly_childless_hh,fourth_quintile,2002,4.6,5.4,1.4,4.1,1.4
nonelderly_childless_hh,fourth_quintile,2003,4.6,5.3,1.5,4.7,1.1
nonelderly_childless_hh,fourth_quintile,2004,5.2,5.9,1.8,5.7,1.5
nonelderly_childless_hh,fourth_quintile,2005,4.9,5.7,1.3,4.9,1.3
nonelderly_childless_hh,fourth_quintile,2006,5.5,6.3,1.7,5.9,2.3
nonelderly_childless_hh,fourth_quintile,2007,4.9,5.7,1.4,4.9,2.1
nonelderly_childless_hh,fourth_quintile,2008,4.9,5.5,1.2,5.5,2.9
nonelderly_childless_hh,fourth_quintile,2009,4.6,5.6,2.7,4.2,1.6
nonelderly_childless_hh,fourth_quintile,2010,4.5,5.5,3.3,3.5,1.6
nonelderly_childless_hh,fourth_quintile,2011,4.5,5.2,2.1,4.8,2.2
nonelderly_childless_hh,fourth_quintile,2012,5.3,6.2,2.5,5.0,2.3
nonelderly_childless_hh,fourth_quintile,2013,4.5,5.0,2.6,4.5,2.5
nonelderly_childless_hh,fourth_quintile,2014,6.0,7.0,3.4,4.6,2.6
nonelderly_childless_hh,fourth_quintile,2015,6.6,7.4,3.3,6.1,3.4
nonelderly_childless_hh,fourth_quintile,2016,6.8,7.9,3.8,4.8,3.4
nonelderly_childless_hh,fourth_quintile,2017,7.4,8.4,3.9,6.6,3.0
nonelderly_childless_hh,fourth_quintile,2018,6.8,7.7,4.4,5.7,2.5
nonelderly_childless_hh,fourth_quintile,2019,6.7,7.5,4.6,4.6,3.7
nonelderly_childless_hh,fourth_quintile,2020,10.1,7.4,5.1,5.0,14.3
nonelderly_childless_hh,fourth_quintile,2021,8.3,8.0,4.8,4.3,10.9
nonelderly_childless_hh,fourth_quintile,2022,7.7,8.9,4.8,4.5,3.6
nonelderly_childless_hh,highest_quintile,1979,3.1,3.8,1.9,3.4,2.0
nonelderly_childless_hh,highest_quintile,1980,2.7,2.8,0.9,3.9,1.3
nonelderly_childless_hh,highest_quintile,1981,3.2,3.8,0.6,4.8,0.9
nonelderly_childless_hh,highest_quintile,1982,2.7,4.1,0.6,3.3,0.9
nonelderly_childless_hh,highest_quintile,1983,2.3,2.7,0.7,3.5,1.0
nonelderly_childless_hh,highest_quintile,1984,2.6,2.3,1.5,4.0,1.6
nonelderly_childless_hh,highest_quintile,1985,3.5,3.3,1.5,5.6,1.7
nonelderly_childless_hh,highest_quintile,1986,2.7,3.1,0.4,3.6,1.4
nonelderly_childless_hh,highest_quintile,1987,2.8,2.4,1.4,3.8,2.2
nonelderly_childless_hh,highest_quintile,1988,1.9,2.6,1.0,1.9,1.3
nonelderly_childless_hh,highest_quintile,1989,3.6,4.4,1.8,3.4,2.8
nonelderly_childless_hh,highest_quintile,1990,4.9,5.4,2.3,6.0,3.4
nonelderly_childless_hh,highest_quintile,1991,3.2,3.7,1.4,3.9,1.6
nonelderly_childless_hh,highest_quintile,1992,3.2,4.3,0.9,3.6,1.2
nonelderly_childless_hh,highest_quintile,1993,3.8,4.1,2.0,4.7,2.5
nonelderly_childless_hh,highest_quintile,1994,4.2,5.4,1.2,4.3,2.0
nonelderly_childless_hh,highest_quintile,1995,3.4,4.4,1.4,3.3,1.5
nonelderly_childless_hh,highest_quintile,1996,3.5,4.6,1.1,3.6,1.0
nonelderly_childless_hh,highest_quintile,1997,3.6,4.9,0.8,2.9,0.8
nonelderly_childless_hh,highest_quintile,1998,3.6,4.5,0.4,3.4,0.5
nonelderly_childless_hh,highest_quintile,1999,2.7,3.2,0.9,2.8,0.7
nonelderly_childless_hh,highest_quintile,2000,3.1,3.8,0.6,2.9,0.7
nonelderly_childless_hh,highest_quintile,2001,3.2,3.9,0.5,3.1,0.9
nonelderly_childless_hh,highest_quintile,2002,2.8,3.4,0.8,2.5,0.7
nonelderly_childless_hh,highest_quintile,2003,3.1,3.6,0.7,3.4,0.7
nonelderly_childless_hh,highest_quintile,2004,2.8,3.0,1.3,3.5,0.9
nonelderly_childless_hh,highest_quintile,2005,3.4,3.9,0.6,3.8,1.1
nonelderly_childless_hh,highest_quintile,2006,3.4,3.8,0.9,4.4,1.2
nonelderly_childless_hh,highest_quintile,2007,3.4,3.9,0.7,3.6,1.2
nonelderly_childless_hh,highest_quintile,2008,3.0,3.4,1.2,3.2,1.1
nonelderly_childless_hh,highest_quintile,2009,3.2,4.0,1.0,2.6,1.2
nonelderly_childless_hh,highest_quintile,2010,2.7,3.3,1.3,2.4,0.9
nonelderly_childless_hh,highest_quintile,2011,2.9,3.7,0.8,2.5,1.3
nonelderly_childless_hh,highest_quintile,2012,3.2,3.9,0.7,3.5,1.2
nonelderly_childless_hh,highest_quintile,2013,2.5,3.1,0.5,1.8,1.3
nonelderly_childless_hh,highest_quintile,2014,3.4,4.1,1.5,2.2,1.8
nonelderly_childless_hh,highest_quintile,2015,3.6,4.2,1.9,3.1,1.8
nonelderly_childless_hh,highest_quintile,2016,4.3,5.1,1.6,3.3,1.8
nonelderly_childless_hh,highest_quintile,2017,3.9,4.6,1.6,2.3,1.8
nonelderly_childless_hh,highest_quintile,2018,3.4,3.8,2.2,2.2,2.1
nonelderly_childless_hh,highest_quintile,2019,4.1,4.5,2.3,4.6,1.5
nonelderly_childless_hh,highest_quintile,2020,6.8,4.6,2.8,3.6,10.0
nonelderly_childless_hh,highest_quintile,2021,5.4,4.8,3.8,3.2,7.4
nonelderly_childless_hh,highest_quintile,2022,4.4,5.1,3.4,2.3,1.9
nonelderly_childless_hh,percentiles_81_90,1979,1.4,1.6,0.8,1.7,1.0
nonelderly_childless_hh,percentiles_81_90,1980,1.4,1.8,0.6,1.6,0.7
nonelderly_childless_hh,percentiles_81_90,1981,1.9,2.2,0.2,3.0,0.7
nonelderly_childless_hh,percentiles_81_90,1982,1.5,2.0,0.4,1.9,0.6
nonelderly_childless_hh,percentiles_81_90,1983,1.0,1.5,0.3,1.2,0.5
nonelderly_childless_hh,percentiles_81_90,1984,1.5,1.5,0.8,2.0,1.0
nonelderly_childless_hh,percentiles_81_90,1985,2.3,2.3,1.1,3.6,1.1
nonelderly_childless_hh,percentiles_81_90,1986,1.6,1.9,0.3,2.2,0.9
nonelderly_childless_hh,percentiles_81_90,1987,1.1,0.9,0.8,1.7,0.7
nonelderly_childless_hh,percentiles_81_90,1988,0.9,1.2,0.4,1.0,0.3
nonelderly_childless_hh,percentiles_81_90,1989,1.7,2.3,0.8,1.9,0.6
nonelderly_childless_hh,percentiles_81_90,1990,2.7,3.2,0.9,3.2,1.9
nonelderly_childless_hh,percentiles_81_90,1991,1.8,2.0,0.7,2.3,1.0
nonelderly_childless_hh,percentiles_81_90,1992,1.8,2.5,0.6,1.8,0.7
nonelderly_childless_hh,percentiles_81_90,1993,2.0,2.2,0.9,2.4,1.2
nonelderly_childless_hh,percentiles_81_90,1994,2.5,3.2,0.8,2.5,1.3
nonelderly_childless_hh,percentiles_81_90,1995,1.9,2.3,0.6,2.1,0.6
nonelderly_childless_hh,percentiles_81_90,1996,2.2,2.7,0.8,2.6,0.7
nonelderly_childless_hh,percentiles_81_90,1997,2.1,3.0,0.3,1.5,0.2
nonelderly_childless_hh,percentiles_81_90,1998,2.3,2.9,0.2,2.3,0.2
nonelderly_childless_hh,percentiles_81_90,1999,1.3,1.5,0.5,1.4,0.5
nonelderly_childless_hh,percentiles_81_90,2000,1.8,2.2,0.3,1.5,0.4
nonelderly_childless_hh,percentiles_81_90,2001,1.6,1.9,0.3,1.5,0.4
nonelderly_childless_hh,percentiles_81_90,2002,1.6,2.0,0.3,1.6,0.4
nonelderly_childless_hh,percentiles_81_90,2003,1.8,2.1,0.4,2.0,0.4
nonelderly_childless_hh,percentiles_81_90,2004,1.8,1.9,0.9,2.4,0.5
nonelderly_childless_hh,percentiles_81_90,2005,1.8,2.1,0.1,2.1,0.4
nonelderly_childless_hh,percentiles_81_90,2006,2.1,2.4,0.3,2.9,0.7
nonelderly_childless_hh,percentiles_81_90,2007,1.9,2.2,0.4,2.3,0.7
nonelderly_childless_hh,percentiles_81_90,2008,1.6,2.0,0.7,1.5,0.6
nonelderly_childless_hh,percentiles_81_90,2009,1.7,2.2,0.5,1.4,0.6
nonelderly_childless_hh,percentiles_81_90,2010,1.6,2.0,0.7,1.4,0.4
nonelderly_childless_hh,percentiles_81_90,2011,1.8,2.1,0.5,1.8,0.9
nonelderly_childless_hh,percentiles_81_90,2012,1.9,2.2,0.5,2.3,0.6
nonelderly_childless_hh,percentiles_81_90,2013,1.3,1.6,0.3,1.0,0.7
nonelderly_childless_hh,percentiles_81_90,2014,2.0,2.4,0.8,1.1,1.3
nonelderly_childless_hh,percentiles_81_90,2015,2.1,2.4,1.0,1.9,1.0
nonelderly_childless_hh,percentiles_81_90,2016,2.4,2.9,0.7,1.7,0.9
nonelderly_childless_hh,percentiles_81_90,2017,2.3,2.7,0.7,1.6,0.9
nonelderly_childless_hh,percentiles_81_90,2018,2.0,2.2,1.5,1.5,1.3
nonelderly_childless_hh,percentiles_81_90,2019,2.3,2.5,1.3,2.3,0.9
nonelderly_childless_hh,percentiles_81_90,2020,4.0,2.7,1.7,2.3,5.9
nonelderly_childless_hh,percentiles_81_90,2021,3.0,2.7,2.1,1.5,4.2
nonelderly_childless_hh,percentiles_81_90,2022,2.4,2.8,1.6,1.1,1.1
nonelderly_childless_hh,percentiles_91_95,1979,0.8,1.1,0.8,0.7,0.3
nonelderly_childless_hh,percentiles_91_95,1980,0.5,0.5,0.1,0.9,0.2
nonelderly_childless_hh,percentiles_91_95,1981,0.7,0.9,0.2,1.1,0.1
nonelderly_childless_hh,percentiles_91_95,1982,0.6,1.0,0.1,0.7,0.1
nonelderly_childless_hh,percentiles_91_95,1983,0.9,1.0,0.1,1.5,0.3
nonelderly_childless_hh,percentiles_91_95,1984,0.4,0.3,0.3,0.7,0.2
nonelderly_childless_hh,percentiles_91_95,1985,0.6,0.4,0.2,1.2,0.3
nonelderly_childless_hh,percentiles_91_95,1986,0.6,0.7,0.0,0.9,0.2
nonelderly_childless_hh,percentiles_91_95,1987,0.4,0.3,0.1,0.5,0.5
nonelderly_childless_hh,percentiles_91_95,1988,0.3,0.5,0.2,0.1,0.3
nonelderly_childless_hh,percentiles_91_95,1989,0.9,1.1,0.4,0.5,1.2
nonelderly_childless_hh,percentiles_91_95,1990,1.0,1.1,0.8,1.1,0.7
nonelderly_childless_hh,percentiles_91_95,1991,0.5,0.6,0.2,0.7,0.2
nonelderly_childless_hh,percentiles_91_95,1992,1.0,1.3,0.2,1.4,0.3
nonelderly_childless_hh,percentiles_91_95,1993,1.1,1.1,0.6,1.3,0.9
nonelderly_childless_hh,percentiles_91_95,1994,0.9,1.2,0.1,0.9,0.3
nonelderly_childless_hh,percentiles_91_95,1995,0.8,1.0,0.4,0.7,0.3
nonelderly_childless_hh,percentiles_91_95,1996,0.7,1.1,0.1,0.6,0.1
nonelderly_childless_hh,percentiles_91_95,1997,0.7,0.9,0.1,0.7,0.3
nonelderly_childless_hh,percentiles_91_95,1998,0.6,0.8,0.1,0.7,0.1
nonelderly_childless_hh,percentiles_91_95,1999,0.7,0.8,0.2,0.6,0.0
nonelderly_childless_hh,percentiles_91_95,2000,0.7,0.8,0.2,0.7,0.2
nonelderly_childless_hh,percentiles_91_95,2001,0.9,1.1,0.0,1.0,0.2
nonelderly_childless_hh,percentiles_91_95,2002,0.7,0.9,0.4,0.5,0.2
nonelderly_childless_hh,percentiles_91_95,2003,0.8,1.0,0.0,0.8,0.1
nonelderly_childless_hh,percentiles_91_95,2004,0.5,0.5,0.2,0.6,0.1
nonelderly_childless_hh,percentiles_91_95,2005,0.9,1.1,0.2,1.0,0.3
nonelderly_childless_hh,percentiles_91_95,2006,0.6,0.7,0.3,0.9,0.2
nonelderly_childless_hh,percentiles_91_95,2007,0.8,0.9,0.1,0.8,0.3
nonelderly_childless_hh,percentiles_91_95,2008,0.8,0.9,0.3,1.0,0.2
nonelderly_childless_hh,percentiles_91_95,2009,0.8,0.9,0.3,0.5,0.4
nonelderly_childless_hh,percentiles_91_95,2010,0.6,0.7,0.2,0.5,0.4
nonelderly_childless_hh,percentiles_91_95,2011,0.6,0.8,0.1,0.2,0.3
nonelderly_childless_hh,percentiles_91_95,2012,0.8,1.0,0.1,0.7,0.4
nonelderly_childless_hh,percentiles_91_95,2013,0.7,0.8,0.1,0.5,0.4
nonelderly_childless_hh,percentiles_91_95,2014,0.8,0.9,0.4,0.6,0.3
nonelderly_childless_hh,percentiles_91_95,2015,0.8,0.9,0.5,0.6,0.4
nonelderly_childless_hh,percentiles_91_95,2016,1.1,1.3,0.4,1.1,0.5
nonelderly_childless_hh,percentiles_91_95,2017,0.8,1.0,0.3,0.3,0.3
nonelderly_childless_hh,percentiles_91_95,2018,0.7,0.8,0.3,0.4,0.3
nonelderly_childless_hh,percentiles_91_95,2019,1.0,1.1,0.8,1.5,0.3
nonelderly_childless_hh,percentiles_91_95,2020,1.7,1.2,0.7,0.9,2.4
nonelderly_childless_hh,percentiles_91_95,2021,1.3,1.1,1.1,0.8,1.8
nonelderly_childless_hh,percentiles_91_95,2022,1.3,1.5,0.8,0.9,0.4
nonelderly_childless_hh,percentiles_96_99,1979,0.8,0.9,0.3,0.9,0.6
nonelderly_childless_hh,percentiles_96_99,1980,0.7,0.4,0.1,1.2,0.4
nonelderly_childless_hh,percentiles_96_99,1981,0.4,0.5,0.1,0.5,0.1
nonelderly_childless_hh,percentiles_96_99,1982,0.5,0.8,0.1,0.5,0.2
nonelderly_childless_hh,percentiles_96_99,1983,0.4,0.2,0.2,0.8,0.2
nonelderly_childless_hh,percentiles_96_99,1984,0.5,0.4,0.2,1.0,0.3
nonelderly_childless_hh,percentiles_96_99,1985,0.5,0.5,0.3,0.7,0.2
nonelderly_childless_hh,percentiles_96_99,1986,0.4,0.6,0.1,0.5,0.2
nonelderly_childless_hh,percentiles_96_99,1987,1.0,0.9,0.4,1.3,0.8
nonelderly_childless_hh,percentiles_96_99,1988,0.5,0.5,0.3,0.7,0.5
nonelderly_childless_hh,percentiles_96_99,1989,0.8,0.8,0.3,0.9,0.8
nonelderly_childless_hh,percentiles_96_99,1990,1.0,0.9,0.5,1.3,0.7
nonelderly_childless_hh,percentiles_96_99,1991,0.6,0.7,0.2,0.6,0.2
nonelderly_childless_hh,percentiles_96_99,1992,0.3,0.4,0.2,0.3,0.1
nonelderly_childless_hh,percentiles_96_99,1993,0.5,0.5,0.3,0.5,0.4
nonelderly_childless_hh,percentiles_96_99,1994,0.6,0.7,0.1,0.8,0.2
nonelderly_childless_hh,percentiles_96_99,1995,0.6,0.8,0.2,0.4,0.5
nonelderly_childless_hh,percentiles_96_99,1996,0.5,0.7,0.1,0.4,0.2
nonelderly_childless_hh,percentiles_96_99,1997,0.7,0.9,0.3,0.6,0.3
nonelderly_childless_hh,percentiles_96_99,1998,0.5,0.7,0.0,0.3,0.2
nonelderly_childless_hh,percentiles_96_99,1999,0.6,0.8,0.1,0.5,0.1
nonelderly_childless_hh,percentiles_96_99,2000,0.5,0.7,0.0,0.5,0.1
nonelderly_childless_hh,percentiles_96_99,2001,0.6,0.7,0.1,0.6,0.2
nonelderly_childless_hh,percentiles_96_99,2002,0.3,0.4,0.1,0.2,0.1
nonelderly_childless_hh,percentiles_96_99,2003,0.4,0.5,0.1,0.4,0.1
nonelderly_childless_hh,percentiles_96_99,2004,0.4,0.4,0.2,0.5,0.2
nonelderly_childless_hh,percentiles_96_99,2005,0.6,0.7,0.2,0.6,0.3
nonelderly_childless_hh,percentiles_96_99,2006,0.5,0.6,0.2,0.5,0.2
nonelderly_childless_hh,percentiles_96_99,2007,0.5,0.6,0.1,0.4,0.2
nonelderly_childless_hh,percentiles_96_99,2008,0.5,0.5,0.2,0.6,0.3
nonelderly_childless_hh,percentiles_96_99,2009,0.6,0.8,0.1,0.6,0.2
nonelderly_childless_hh,percentiles_96_99,2010,0.4,0.4,0.3,0.5,0.2
nonelderly_childless_hh,percentiles_96_99,2011,0.4,0.6,0.1,0.3,0.1
nonelderly_childless_hh,percentiles_96_99,2012,0.4,0.5,0.1,0.2,0.2
nonelderly_childless_hh,percentiles_96_99,2013,0.4,0.5,0.1,0.2,0.2
nonelderly_childless_hh,percentiles_96_99,2014,0.5,0.6,0.2,0.4,0.1
nonelderly_childless_hh,percentiles_96_99,2015,0.6,0.6,0.3,0.4,0.3
nonelderly_childless_hh,percentiles_96_99,2016,0.6,0.7,0.4,0.5,0.2
nonelderly_childless_hh,percentiles_96_99,2017,0.6,0.7,0.5,0.3,0.4
nonelderly_childless_hh,percentiles_96_99,2018,0.5,0.6,0.3,0.3,0.4
nonelderly_childless_hh,percentiles_96_99,2019,0.7,0.7,0.2,0.7,0.2
nonelderly_childless_hh,percentiles_96_99,2020,1.0,0.6,0.4,0.3,1.5
nonelderly_childless_hh,percentiles_96_99,2021,0.8,0.7,0.6,0.8,1.1
nonelderly_childless_hh,percentiles_96_99,2022,0.6,0.6,0.7,0.2,0.3
nonelderly_childless_hh,top_1_percent,1979,0.1,0.2,0.1,0.1,0.1
nonelderly_childless_hh,top_1_percent,1980,0.1,0.1,0.0,0.2,0.0
nonelderly_childless_hh,top_1_percent,1981,0.2,0.2,0.1,0.2,0.0
nonelderly_childless_hh,top_1_percent,1982,0.2,0.3,0.0,0.2,0.0
nonelderly_childless_hh,top_1_percent,1983,0.1,0.0,0.1,0.1,0.1
nonelderly_childless_hh,top_1_percent,1984,0.2,0.1,0.2,0.2,0.2
nonelderly_childless_hh,top_1_percent,1985,0.1,0.1,0.0,0.2,0.1
nonelderly_childless_hh,top_1_percent,1986,0.0,0.0,0.0,0.0,0.1
nonelderly_childless_hh,top_1_percent,1987,0.3,0.3,0.1,0.3,0.2
nonelderly_childless_hh,top_1_percent,1988,0.2,0.3,0.2,0.1,0.2
nonelderly_childless_hh,top_1_percent,1989,0.2,0.2,0.2,0.1,0.2
nonelderly_childless_hh,top_1_percent,1990,0.2,0.2,0.1,0.3,0.1
nonelderly_childless_hh,top_1_percent,1991,0.3,0.3,0.2,0.4,0.1
nonelderly_childless_hh,top_1_percent,1992,0.1,0.1,0.0,0.1,0.1
nonelderly_childless_hh,top_1_percent,1993,0.3,0.3,0.2,0.4,0.1
nonelderly_childless_hh,top_1_percent,1994,0.2,0.3,0.1,0.2,0.2
nonelderly_childless_hh,top_1_percent,1995,0.1,0.1,0.1,0.1,0.1
nonelderly_childless_hh,top_1_percent,1996,0.1,0.1,0.1,0.1,0.0
nonelderly_childless_hh,top_1_percent,1997,0.1,0.1,0.1,0.1,0.0
nonelderly_childless_hh,top_1_percent,1998,0.1,0.2,0.0,0.1,0.0
nonelderly_childless_hh,top_1_percent,1999,0.1,0.1,0.0,0.2,0.0
nonelderly_childless_hh,top_1_percent,2000,0.1,0.2,0.0,0.1,0.0
nonelderly_childless_hh,top_1_percent,2001,0.1,0.1,0.0,0.1,0.0
nonelderly_childless_hh,top_1_percent,2002,0.2,0.2,0.1,0.3,0.0
nonelderly_childless_hh,top_1_percent,2003,0.1,0.1,0.1,0.2,0.1
nonelderly_childless_hh,top_1_percent,2004,0.1,0.1,0.1,0.1,0.1
nonelderly_childless_hh,top_1_percent,2005,0.1,0.1,0.1,0.1,0.1
nonelderly_childless_hh,top_1_percent,2006,0.1,0.1,0.1,0.1,0.1
nonelderly_childless_hh,top_1_percent,2007,0.2,0.2,0.1,0.2,0.1
nonelderly_childless_hh,top_1_percent,2008,0.1,0.1,0.0,0.1,0.1
nonelderly_childless_hh,top_1_percent,2009,0.1,0.1,0.1,0.1,0.0
nonelderly_childless_hh,top_1_percent,2010,0.1,0.2,0.0,0.1,0.0
nonelderly_childless_hh,top_1_percent,2011,0.1,0.1,0.1,0.1,0.1
nonelderly_childless_hh,top_1_percent,2012,0.2,0.1,0.1,0.3,0.0
nonelderly_childless_hh,top_1_percent,2013,0.1,0.2,0.0,0.0,0.1
nonelderly_childless_hh,top_1_percent,2014,0.1,0.1,0.1,0.1,0.1
nonelderly_childless_hh,top_1_percent,2015,0.1,0.2,0.0,0.1,0.1
nonelderly_childless_hh,top_1_percent,2016,0.2,0.2,0.0,0.1,0.1
nonelderly_childless_hh,top_1_percent,2017,0.2,0.2,0.2,0.2,0.1
nonelderly_childless_hh,top_1_percent,2018,0.2,0.2,0.0,0.1,0.1
nonelderly_childless_hh,top_1_percent,2019,0.1,0.1,0.0,0.1,0.1
nonelderly_childless_hh,top_1_percent,2020,0.2,0.1,0.0,0.0,0.2
nonelderly_childless_hh,top_1_percent,2021,0.2,0.2,0.1,0.1,0.3
nonelderly_childless_hh,top_1_percent,2022,0.2,0.2,0.2,0.1,0.1
